item_id,price,avg_rating,category,item_view_count_7d,item_purchase_count_30d,item_avg_rating_events,item_cart_rate,item_conversion_rate,event_timestamp,created_timestamp
item_001434,90.08,3.5,beauty,2.0,2.0,3.766666666666667,0.7917,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001435,289.81,4.1,sports,2.0,1.0,3.3,0.8276,0.2414,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001436,181.88,4.1,automotive,4.0,7.0,2.8000000000000003,0.5172,0.6552,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001437,38.21,5.0,food,2.0,3.0,3.0333333333333337,1.2632,0.6316,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001438,2327.29,4.6,jewelry,5.0,2.0,1.625,0.4127,0.1587,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001439,2383.15,3.2,jewelry,1.0,4.0,2.95,0.5,0.4583,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001440,198.38,4.1,beauty,0.0,4.0,2.35,0.8125,0.4375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001441,74.42,3.7,toys,3.0,4.0,3.8666666666666667,0.5806,0.3871,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001442,27.52,3.8,food,3.0,6.0,2.96,0.4918,0.2131,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001443,105.56,3.7,clothing,6.0,3.0,2.966666666666667,0.6098,0.2195,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001444,31.04,3.7,beauty,1.0,5.0,1.7875,0.3542,0.3125,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001445,51.14,2.7,food,0.0,3.0,3.3444444444444446,1.0909,0.3636,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001446,20.53,3.5,books,1.0,3.0,2.477777777777778,0.6897,0.4138,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001447,3059.61,3.7,jewelry,2.0,1.0,2.5,0.7308,0.1538,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001448,61.45,4.0,jewelry,0.0,5.0,2.233333333333333,1.0,0.4762,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001449,162.57,3.8,clothing,3.0,3.0,2.4454545454545453,0.725,0.275,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001450,103.95,3.8,clothing,4.0,9.0,2.8,0.459,0.2295,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001451,165.96,4.2,automotive,2.0,4.0,2.5333333333333337,0.8929,0.3929,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001452,16.65,4.7,food,2.0,1.0,2.4499999999999997,0.5429,0.1429,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001453,367.66,3.6,automotive,1.0,3.0,3.2555555555555555,0.4286,0.3143,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001454,3897.1,3.2,jewelry,1.0,2.0,2.853846153846154,0.5357,0.3929,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001455,220.35,4.4,clothing,2.0,5.0,2.9166666666666665,0.6389,0.4444,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001456,65.25,4.1,food,1.0,1.0,3.4,0.9286,0.2857,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001457,474.84,3.6,jewelry,1.0,2.0,2.8200000000000003,0.4,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001458,17.53,2.3,food,3.0,6.0,1.8625,0.4048,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001459,694.15,4.4,electronics,3.0,4.0,2.9181818181818184,0.3111,0.3778,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001460,6.1,3.2,food,2.0,1.0,1.9166666666666667,0.6786,0.3571,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001461,132.27,3.6,beauty,2.0,7.0,3.0500000000000003,0.5238,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001462,52.89,3.5,food,5.0,4.0,3.5666666666666664,0.8462,0.2692,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001463,184.09,4.5,sports,4.0,3.0,3.05,0.7297,0.3514,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001464,149.33,4.0,home_garden,0.0,1.0,2.5625,0.3696,0.2609,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001465,240.65,3.0,clothing,5.0,3.0,3.6875,0.4054,0.3784,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001466,328.92,5.0,home_garden,3.0,3.0,2.628571428571429,0.6562,0.4062,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001467,5.81,4.1,books,5.0,5.0,3.325,0.3902,0.2927,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001468,40.73,3.3,food,3.0,6.0,2.875,0.4423,0.2885,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001469,285.98,4.7,electronics,3.0,3.0,3.3600000000000003,0.32,0.1333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001470,34.7,3.8,food,1.0,5.0,2.6,0.6176,0.3824,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001471,152.22,3.7,sports,2.0,1.0,2.5,0.4333,0.3,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001472,47.73,3.7,beauty,2.0,1.0,3.3000000000000003,0.8,0.4,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001473,67.36,3.8,clothing,4.0,4.0,2.5500000000000003,0.5,0.2895,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001474,568.83,3.7,home_garden,2.0,3.0,4.0,0.5,0.2083,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001475,524.49,3.7,electronics,3.0,4.0,3.2714285714285714,0.475,0.2,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001476,171.35,3.4,clothing,3.0,2.0,3.6875,0.4462,0.2,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001477,85.44,3.3,beauty,3.0,1.0,2.62,0.4783,0.3478,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001478,534.76,3.9,home_garden,1.0,5.0,3.216666666666667,0.4783,0.3261,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001479,413.77,3.3,electronics,3.0,2.0,2.685714285714286,0.4571,0.2571,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001480,3190.39,4.0,jewelry,2.0,2.0,2.7199999999999998,0.8571,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001481,5.89,4.6,books,4.0,6.0,2.685714285714286,0.5957,0.3404,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001482,174.88,3.8,clothing,3.0,4.0,2.5,0.3333,0.3636,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001483,212.3,3.9,sports,3.0,6.0,3.05,0.6471,0.3529,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001484,360.04,4.5,automotive,0.0,5.0,2.6399999999999997,0.8148,0.4815,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001485,92.25,3.6,automotive,5.0,1.0,2.55,0.5593,0.2034,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001486,885.06,3.4,jewelry,4.0,3.0,3.1333333333333333,1.0,0.4074,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001487,59.84,2.1,automotive,4.0,2.0,2.875,0.2791,0.1628,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001488,242.12,3.8,home_garden,0.0,3.0,2.025,0.6957,0.3478,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001489,114.79,3.4,toys,3.0,6.0,4.1,0.6552,0.4483,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001490,151.42,3.6,jewelry,2.0,6.0,0.0,0.5128,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001491,168.5,2.4,beauty,6.0,4.0,2.4857142857142853,0.5111,0.2,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001492,9.0,3.6,toys,1.0,6.0,2.475,0.7931,0.3793,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001493,149.16,3.0,clothing,0.0,5.0,3.5,0.9565,0.3913,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001494,780.41,2.9,home_garden,0.0,3.0,2.5,1.0,0.3636,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001495,4.73,3.1,food,1.0,4.0,3.7,0.6154,0.4231,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001496,27.37,3.0,food,2.0,4.0,3.3666666666666667,0.7812,0.4062,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001497,4875.58,4.3,jewelry,0.0,1.0,2.5,0.9444,0.4444,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001498,89.54,4.5,clothing,2.0,8.0,3.375,0.76,0.72,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001499,6.88,3.9,food,2.0,2.0,3.4000000000000004,1.0,0.3571,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001500,298.76,4.9,sports,3.0,5.0,2.957142857142857,0.5,0.3864,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001501,128.07,3.5,sports,6.0,5.0,3.463636363636364,0.7805,0.4146,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001502,43.78,2.0,food,7.0,5.0,3.1727272727272724,0.25,0.2679,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001503,205.67,3.2,automotive,6.0,4.0,3.625,0.5,0.2632,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001504,153.08,3.7,beauty,0.0,8.0,3.290909090909091,0.4058,0.2609,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001505,267.94,3.1,clothing,1.0,4.0,3.0142857142857147,0.3939,0.303,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001506,110.37,3.8,beauty,6.0,5.0,2.6625,0.5333,0.3111,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001507,378.63,4.2,home_garden,1.0,5.0,2.8666666666666667,0.7368,0.6842,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001508,1057.69,3.1,electronics,2.0,7.0,2.1222222222222222,0.3636,0.4545,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001509,31.36,4.8,beauty,5.0,2.0,2.8454545454545457,0.775,0.35,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001510,98.72,5.0,automotive,2.0,6.0,2.627272727272727,0.4651,0.3953,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001511,105.27,5.0,toys,2.0,3.0,3.3000000000000003,0.4643,0.5357,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001512,25.27,2.5,toys,2.0,5.0,2.733333333333333,0.5161,0.2258,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001513,51.79,3.4,books,2.0,4.0,2.5,0.55,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001514,344.24,3.9,sports,4.0,2.0,3.733333333333333,0.6818,0.5455,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001515,78.69,2.8,beauty,3.0,7.0,2.92,0.5,0.6071,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001516,569.5,2.9,home_garden,4.0,5.0,3.085714285714286,0.5185,0.2593,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001517,58.43,2.5,food,5.0,5.0,2.83,0.4231,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001518,168.91,3.8,jewelry,1.0,4.0,2.733333333333333,0.3571,0.3571,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001519,259.86,4.0,electronics,3.0,4.0,3.3428571428571425,1.04,0.48,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001520,66.52,4.5,automotive,2.0,5.0,3.4333333333333336,0.2903,0.3548,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001521,311.67,4.1,automotive,2.0,4.0,3.316666666666667,0.5098,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001522,138.45,4.2,sports,7.0,3.0,2.9499999999999997,0.5714,0.3571,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001523,59.52,2.6,books,1.0,5.0,2.6,0.4583,0.625,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001524,3925.08,3.9,jewelry,2.0,2.0,2.357142857142857,0.6522,0.5217,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001525,50.28,3.7,books,5.0,7.0,3.475,0.5745,0.2979,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001526,38.09,3.3,toys,3.0,4.0,3.033333333333333,0.6071,0.3571,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001527,91.04,3.5,toys,4.0,2.0,3.8428571428571425,0.4103,0.2051,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001528,240.0,4.0,automotive,2.0,2.0,2.1285714285714286,0.6538,0.3462,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001529,211.64,4.2,clothing,0.0,3.0,3.1785714285714284,0.6207,0.3793,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001530,279.11,5.0,clothing,5.0,3.0,2.35,0.375,0.4688,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001531,69.58,4.0,automotive,3.0,1.0,2.7600000000000002,1.0833,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001532,67.07,4.3,food,3.0,7.0,3.75,0.7931,0.4828,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001533,765.37,4.3,home_garden,1.0,8.0,3.1833333333333336,0.381,0.5476,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001534,139.56,4.5,electronics,5.0,4.0,2.225,0.6429,0.2857,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001535,129.91,3.0,automotive,3.0,2.0,0.0,0.5556,0.4815,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001536,98.99,3.8,toys,6.0,8.0,3.128571428571429,0.5088,0.386,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001537,3393.63,3.1,jewelry,2.0,4.0,3.54,0.9091,0.5455,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001538,245.36,3.2,clothing,1.0,5.0,2.7555555555555555,0.7917,0.75,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001539,117.36,4.0,sports,1.0,9.0,3.6285714285714286,0.4688,0.5938,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001540,34.0,4.1,books,1.0,7.0,3.12,0.6818,0.3182,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001541,364.58,4.0,jewelry,1.0,2.0,2.8,0.4231,0.3077,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001542,228.06,3.4,clothing,1.0,2.0,2.3666666666666667,0.75,0.5417,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001543,20.55,3.8,books,6.0,3.0,2.96,0.4561,0.2632,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001544,62.65,3.6,home_garden,1.0,3.0,2.766666666666667,0.5652,0.3043,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001545,124.86,4.0,clothing,3.0,1.0,3.4285714285714284,0.5455,0.2121,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001546,1188.09,4.5,jewelry,2.0,3.0,2.3,0.8,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001547,59.42,3.1,books,2.0,4.0,3.0,0.6333,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001548,30.19,3.7,books,2.0,2.0,2.42,0.375,0.2917,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001549,16.53,4.3,sports,2.0,4.0,3.0666666666666664,0.3902,0.1707,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001550,67.56,2.7,food,4.0,1.0,2.1,0.4737,0.2368,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001551,389.84,4.4,sports,4.0,2.0,4.05,0.5161,0.1613,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001552,36.83,2.4,clothing,0.0,4.0,2.95,0.8636,0.4545,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001553,4922.23,3.0,jewelry,1.0,2.0,3.6666666666666665,0.5238,0.2143,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001554,76.79,3.7,beauty,3.0,4.0,2.9125,0.6,0.3667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001555,257.86,3.5,automotive,2.0,2.0,2.9499999999999997,0.2069,0.2414,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001556,199.7,3.5,sports,5.0,3.0,3.3,0.75,0.2143,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001557,26.24,5.0,books,1.0,4.0,3.4058823529411764,0.55,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001558,43.23,2.9,food,6.0,7.0,3.2,0.3125,0.375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001559,111.71,4.1,clothing,2.0,5.0,0.0,0.9167,0.4167,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001560,36.73,5.0,clothing,4.0,4.0,3.3,0.6,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001561,58.22,4.3,food,2.0,4.0,3.38,0.6552,0.3448,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001562,23.77,4.0,food,2.0,0.0,3.6,1.0526,0.5789,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001563,222.11,3.9,clothing,0.0,6.0,2.2555555555555555,0.5556,0.4444,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001564,4864.53,3.5,jewelry,4.0,1.0,2.822222222222222,0.4359,0.0769,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001565,29.15,3.4,books,2.0,3.0,2.966666666666667,0.5862,0.1724,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001566,1418.83,2.8,electronics,2.0,6.0,2.6571428571428575,0.4737,0.4211,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001567,62.42,4.4,toys,3.0,5.0,2.6555555555555554,0.5476,0.4524,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001568,1138.0,2.9,electronics,4.0,8.0,2.55,0.5,0.5476,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001569,10.34,3.7,food,3.0,6.0,2.7916666666666665,0.8929,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001570,466.0,3.5,sports,3.0,4.0,3.0,0.5484,0.2581,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001571,23.88,3.9,books,4.0,1.0,3.466666666666667,0.6429,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001572,792.44,4.2,home_garden,1.0,4.0,2.566666666666667,0.9524,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001573,68.39,3.4,food,0.0,3.0,2.775,0.6667,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001574,72.56,3.0,clothing,1.0,4.0,3.414285714285714,0.6,0.3,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001575,3914.88,3.3,jewelry,8.0,6.0,3.22,0.3478,0.2391,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001576,65.27,3.1,sports,1.0,2.0,2.1666666666666665,0.963,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001577,64.4,5.0,food,2.0,8.0,3.5714285714285716,0.5455,0.4242,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001578,277.31,4.6,electronics,2.0,5.0,4.6,0.6957,0.3478,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001579,2782.77,2.8,jewelry,1.0,4.0,3.0333333333333337,0.5,0.2333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001580,249.43,3.5,automotive,0.0,1.0,2.675,0.8947,0.4211,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001581,318.12,3.1,sports,2.0,4.0,3.6999999999999997,0.6,0.3,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001582,480.79,3.3,electronics,2.0,0.0,2.4,1.0968,0.129,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001583,39.7,3.4,books,2.0,5.0,3.3,0.3667,0.5667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001584,68.54,3.2,beauty,2.0,1.0,2.6333333333333333,0.6429,0.3214,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001585,49.75,4.4,food,2.0,1.0,3.4166666666666665,0.7778,0.2963,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001586,53.97,4.0,clothing,2.0,3.0,2.4333333333333336,0.4468,0.2766,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001587,99.95,3.9,beauty,4.0,2.0,1.7666666666666666,0.3462,0.4615,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001588,16.8,4.7,food,0.0,2.0,2.55,0.8148,0.2593,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001589,74.22,4.3,sports,8.0,8.0,3.0500000000000003,0.5385,0.3231,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001590,68.68,3.8,toys,6.0,7.0,2.3,0.5641,0.359,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001591,428.91,3.9,sports,1.0,5.0,2.8000000000000003,0.4167,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001592,12.38,4.4,clothing,3.0,2.0,3.55,0.3684,0.2895,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001593,438.75,4.4,sports,6.0,5.0,2.725,0.5385,0.4103,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001594,23.17,2.2,home_garden,1.0,2.0,2.85,0.3871,0.1935,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001595,554.69,4.0,home_garden,2.0,4.0,2.477777777777778,0.6818,0.3636,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001596,138.06,3.8,automotive,0.0,4.0,2.966666666666667,0.75,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001597,73.38,4.2,clothing,11.0,7.0,2.9285714285714284,0.3425,0.2329,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001598,235.92,2.5,clothing,5.0,1.0,2.2,0.6667,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001599,281.53,4.5,automotive,7.0,3.0,2.94,0.413,0.3043,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001600,153.29,4.3,beauty,1.0,3.0,2.2800000000000002,0.3529,0.2353,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001601,54.58,3.5,toys,5.0,4.0,3.0285714285714285,0.8621,0.3448,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001602,1846.31,4.9,electronics,1.0,1.0,3.875,1.0,0.2609,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001603,288.93,3.0,automotive,1.0,2.0,2.066666666666667,0.5172,0.2414,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001604,415.13,3.9,sports,1.0,2.0,3.3000000000000003,0.8421,0.3158,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001605,35.75,3.4,beauty,2.0,6.0,3.033333333333333,0.4318,0.2955,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001606,4375.96,3.2,jewelry,4.0,2.0,2.4000000000000004,0.6818,0.6818,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001607,794.56,3.7,electronics,1.0,2.0,2.3,0.8421,0.5789,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001608,705.56,5.0,electronics,3.0,3.0,2.95,0.5882,0.2647,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001609,6.25,2.6,books,5.0,5.0,2.711111111111111,0.4286,0.1746,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001610,53.08,4.3,clothing,2.0,2.0,4.133333333333334,0.72,0.16,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001611,682.32,5.0,electronics,0.0,4.0,3.0200000000000005,0.5806,0.4839,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001612,123.08,3.0,beauty,5.0,2.0,3.0818181818181816,0.434,0.1509,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001613,14.31,4.7,toys,2.0,1.0,3.1,0.6207,0.2759,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001614,153.01,4.5,beauty,2.0,6.0,2.85,0.6452,0.4516,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001615,84.41,2.7,beauty,3.0,4.0,4.1,0.5172,0.3103,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001616,18.6,1.8,books,1.0,3.0,3.05,0.7692,0.3077,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001617,161.66,2.9,automotive,2.0,7.0,3.533333333333333,0.4237,0.2881,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001618,30.75,3.9,books,1.0,4.0,3.142857142857143,0.3846,0.3846,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001619,89.76,4.2,clothing,2.0,7.0,3.483333333333333,0.6829,0.2927,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001620,246.55,4.5,electronics,3.0,0.0,3.6100000000000003,0.4595,0.2432,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001621,1723.56,3.7,jewelry,3.0,3.0,3.0700000000000003,0.6279,0.186,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001622,69.63,3.8,food,0.0,6.0,1.3,0.72,0.44,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001623,694.17,2.8,home_garden,0.0,6.0,4.3,0.3651,0.1429,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_001624,5.29,4.7,food,3.0,5.0,3.0,0.5833,0.625,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
