item_id,item_name,category,subcategory,price,avg_rating,review_count,brand,is_available
item_001008,Tiffany Bracelets Model-1008,jewelry,Earrings,4133.2,3.3,735,Pandora,True
item_001009,Maybelline Makeup Model-1009,beauty,Makeup,43.41,3.2,747,Estee Lauder,True
item_001010,Zales Rings Model-1010,jewelry,Necklaces,1544.27,4.6,509,Zales,True
item_001011,Random House Science Model-1011,books,Non-Fiction,26.8,3.7,2894,HarperCollins,True
item_001012,Castrol Electronics Model-1012,automotive,Electronics,373.65,3.2,535,Michelin,True
item_001013,Tiffany Rings Model-1013,jewelry,Necklaces,1907.79,4.2,1440,Pandora,True
item_001014,Bosch Tools Model-1014,automotive,Tools,17.69,3.6,65,Castrol,True
item_001015,Bosch Electronics Model-1015,automotive,Accessories,380.85,3.9,3279,Michelin,False
item_001016,Estee Lauder Makeup Model-1016,beauty,Skincare,127.15,3.7,94,Maybelline,True
item_001017,LOreal Skincare Model-1017,beauty,Makeup,14.9,5.0,175,Estee Lauder,True
item_001018,Nestle Supplements Model-1018,food,Supplements,5.96,3.9,1161,Nestle,True
item_001019,Castrol Car Care Model-1019,automotive,Tools,384.93,4.3,2449,3M,True
item_001020,Zara Jackets Model-1020,clothing,Jeans,192.52,4.6,205,Adidas,True
item_001021,Swarovski Earrings Model-1021,jewelry,Bracelets,2337.82,3.7,266,Tiffany,True
item_001022,LEGO Puzzles Model-1022,toys,Board Games,42.27,4.8,620,Hasbro,True
item_001023,H&M Dresses Model-1023,clothing,T-Shirts,135.67,4.4,825,Nike,True
item_001024,Puma Running Model-1024,sports,Yoga,403.6,2.4,7,Nike,True
item_001025,Mattel Action Figures Model-1025,toys,Board Games,19.97,3.3,481,LEGO,True
item_001026,Adidas Yoga Model-1026,sports,Cycling,229.54,3.8,3147,Adidas,True
item_001027,Kelloggs Supplements Model-1027,food,Supplements,59.72,3.8,3394,Organic Valley,False
item_001028,Puma Running Model-1028,sports,Running,450.2,3.4,408,Puma,True
item_001029,Adidas Shoes Model-1029,clothing,Shoes,256.42,4.1,1320,Zara,True
item_001030,Kelloggs Organic Model-1030,food,Organic,76.46,3.6,40,Organic Valley,True
item_001031,Penguin Tech Model-1031,books,Fiction,27.51,3.8,9,Penguin,True
item_001032,Nike Swimming Model-1032,sports,Running,265.67,3.5,1,Under Armour,True
item_001033,Penguin Non-Fiction Model-1033,books,Non-Fiction,34.25,3.6,1464,Random House,True
item_001034,Fisher-Price Board Games Model-1034,toys,Action Figures,12.94,3.1,0,Fisher-Price,True
item_001035,Puma Running Model-1035,sports,Yoga,334.86,4.0,4143,Nike,True
item_001036,LOreal Makeup Model-1036,beauty,Skincare,100.25,4.2,3969,Maybelline,True
item_001037,Pandora Rings Model-1037,jewelry,Necklaces,1766.53,2.9,0,Swarovski,True
item_001038,Maybelline Skincare Model-1038,beauty,Makeup,118.38,3.4,3950,LOreal,True
item_001039,HarperCollins Non-Fiction Model-1039,books,Fiction,56.7,3.8,140,Penguin,True
item_001040,3M Electronics Model-1040,automotive,Car Care,337.82,4.9,0,Castrol,True
item_001041,Random House Tech Model-1041,books,Science,47.86,3.1,403,HarperCollins,True
item_001042,Estee Lauder Fragrance Model-1042,beauty,Skincare,169.69,3.6,205,LOreal,True
item_001043,H&M T-Shirts Model-1043,clothing,Jeans,24.94,3.5,2,Levis,True
item_001044,Maybelline Makeup Model-1044,beauty,Skincare,197.08,4.0,2451,Maybelline,True
item_001045,Random House Fiction Model-1045,books,Science,16.54,3.1,140,Penguin,False
item_001046,Apple Smartphones Model-1046,electronics,Laptops,945.03,3.3,35,LG,True
item_001047,Organic Valley Snacks Model-1047,food,Beverages,66.47,5.0,236,Organic Valley,True
item_001048,Dyson Kitchen Model-1048,home_garden,Garden,750.84,2.4,875,Philips,True
item_001049,Random House Non-Fiction Model-1049,books,Fiction,46.13,3.7,719,Random House,True
item_001050,H&M Jeans Model-1050,clothing,T-Shirts,221.35,3.8,1312,Adidas,True
item_001051,Estee Lauder Fragrance Model-1051,beauty,Haircare,90.41,3.5,0,LOreal,True
item_001052,Penguin Science Model-1052,books,Fiction,27.48,4.6,18,HarperCollins,True
item_001053,Penguin Science Model-1053,books,Non-Fiction,9.53,3.9,3300,Penguin,True
item_001054,Nike Dresses Model-1054,clothing,T-Shirts,294.52,5.0,0,H&M,False
item_001055,Maybelline Makeup Model-1055,beauty,Skincare,9.84,2.6,8,Estee Lauder,True
item_001056,Adidas Dresses Model-1056,clothing,Dresses,114.21,4.1,2051,H&M,True
item_001057,Tiffany Bracelets Model-1057,jewelry,Earrings,1252.19,4.0,0,Zales,True
item_001058,Penguin Tech Model-1058,books,History,38.44,4.2,30,Random House,True
item_001059,Random House Non-Fiction Model-1059,books,Non-Fiction,46.41,4.5,3446,Penguin,True
item_001060,Kelloggs Snacks Model-1060,food,Organic,17.89,4.8,0,Kelloggs,False
item_001061,Estee Lauder Skincare Model-1061,beauty,Fragrance,16.7,5.0,0,LOreal,True
item_001062,Estee Lauder Skincare Model-1062,beauty,Makeup,28.55,2.9,542,Maybelline,False
item_001063,LOreal Haircare Model-1063,beauty,Makeup,172.9,4.1,66,Estee Lauder,True
item_001064,IKEA Furniture Model-1064,home_garden,Bedding,86.99,4.6,1131,IKEA,True
item_001065,Nike Jeans Model-1065,clothing,T-Shirts,201.57,3.7,140,H&M,True
item_001066,Pandora Bracelets Model-1066,jewelry,Rings,261.66,3.1,61,Swarovski,True
item_001067,Fisher-Price Puzzles Model-1067,toys,Dolls,130.14,3.2,2573,Fisher-Price,True
item_001068,Samsung TVs Model-1068,electronics,Headphones,1575.85,5.0,1601,Sony,True
item_001069,Dyson Garden Model-1069,home_garden,Lighting,199.79,3.3,4990,Philips,True
item_001070,Pandora Earrings Model-1070,jewelry,Bracelets,1512.78,4.0,1597,Zales,True
item_001071,Nestle Organic Model-1071,food,Organic,33.98,3.3,2917,Organic Valley,True
item_001072,Mattel Board Games Model-1072,toys,Board Games,29.45,3.8,4279,Mattel,True
item_001073,Zales Necklaces Model-1073,jewelry,Rings,4053.74,2.8,1386,Pandora,True
item_001074,Castrol Car Care Model-1074,automotive,Tools,284.3,2.8,47,3M,True
item_001075,Adidas Running Model-1075,sports,Yoga,83.36,4.2,128,Adidas,True
item_001076,Adidas Swimming Model-1076,sports,Running,64.6,2.0,327,Under Armour,True
item_001077,Nestle Snacks Model-1077,food,Snacks,7.26,4.8,473,Organic Valley,True
item_001078,Nestle Beverages Model-1078,food,Beverages,24.21,4.0,88,Kelloggs,True
item_001079,HarperCollins Tech Model-1079,books,Tech,38.86,2.9,2241,Random House,True
item_001080,Fisher-Price Board Games Model-1080,toys,Action Figures,34.97,4.0,13,Fisher-Price,True
item_001081,Random House Fiction Model-1081,books,Tech,47.58,3.5,95,Random House,True
item_001082,Michelin Car Care Model-1082,automotive,Electronics,104.3,3.1,4236,Michelin,True
item_001083,Pandora Earrings Model-1083,jewelry,Bracelets,3508.09,4.6,80,Tiffany,True
item_001084,Castrol Electronics Model-1084,automotive,Accessories,277.07,4.2,578,Castrol,True
item_001085,Estee Lauder Haircare Model-1085,beauty,Makeup,178.45,3.4,543,LOreal,False
item_001086,Nestle Organic Model-1086,food,Organic,39.1,3.2,0,Organic Valley,True
item_001087,Penguin Fiction Model-1087,books,Science,43.22,5.0,532,HarperCollins,True
item_001088,Bosch Electronics Model-1088,automotive,Accessories,96.07,4.1,29,3M,True
item_001089,Penguin Fiction Model-1089,books,Tech,30.79,3.8,0,HarperCollins,True
item_001090,Adidas Jackets Model-1090,clothing,Dresses,277.98,3.2,75,Zara,True
item_001091,Zara Jeans Model-1091,clothing,T-Shirts,290.45,3.2,196,Nike,True
item_001092,Organic Valley Snacks Model-1092,food,Supplements,17.08,5.0,2560,Kelloggs,True
item_001093,LG Laptops Model-1093,electronics,Cameras,293.76,4.3,571,Apple,True
item_001094,Bosch Headphones Model-1094,electronics,Cameras,967.63,3.8,309,Apple,True
item_001095,H&M Jeans Model-1095,clothing,Jeans,181.35,2.8,238,Zara,True
item_001096,Estee Lauder Haircare Model-1096,beauty,Haircare,139.87,3.4,2332,Maybelline,False
item_001097,Kelloggs Snacks Model-1097,food,Snacks,14.69,4.1,1,Nestle,True
item_001098,Maybelline Haircare Model-1098,beauty,Haircare,72.46,4.6,3626,LOreal,True
item_001099,Nike Cycling Model-1099,sports,Swimming,107.61,3.9,0,Adidas,True
item_001100,Random House History Model-1100,books,Fiction,31.15,4.6,589,HarperCollins,True
item_001101,Dyson Garden Model-1101,home_garden,Lighting,527.95,3.9,2,Dyson,True
item_001102,Philips Garden Model-1102,home_garden,Lighting,722.97,4.5,43,Dyson,True
item_001103,Random House Tech Model-1103,books,Fiction,10.33,3.6,4052,HarperCollins,True
item_001104,Hasbro Dolls Model-1104,toys,Action Figures,105.88,4.5,4879,LEGO,True
item_001105,3M Tools Model-1105,automotive,Accessories,309.99,3.5,3424,3M,True
item_001106,Maybelline Skincare Model-1106,beauty,Makeup,167.74,4.3,18,Maybelline,True
item_001107,Philips Furniture Model-1107,home_garden,Garden,448.85,3.9,385,Cuisinart,True
item_001108,Nike Yoga Model-1108,sports,Gym,407.44,2.3,2,Puma,True
item_001109,Dyson Garden Model-1109,home_garden,Furniture,460.08,3.3,802,Philips,True
item_001110,Hasbro Board Games Model-1110,toys,Board Games,51.27,2.7,320,LEGO,True
item_001111,Swarovski Necklaces Model-1111,jewelry,Necklaces,4835.19,5.0,4282,Swarovski,True
item_001112,Castrol Tools Model-1112,automotive,Tools,137.32,4.2,10,Bosch,True
item_001113,3M Accessories Model-1113,automotive,Car Care,120.42,3.4,56,Bosch,True
item_001114,Tiffany Rings Model-1114,jewelry,Earrings,1724.19,2.8,2368,Zales,True
item_001115,Adidas Gym Model-1115,sports,Cycling,107.47,3.9,1984,Nike,True
item_001116,Mattel Dolls Model-1116,toys,Action Figures,47.46,4.1,1136,Fisher-Price,True
item_001117,Random House Fiction Model-1117,books,Science,55.98,3.4,1139,Random House,True
item_001118,Pandora Necklaces Model-1118,jewelry,Earrings,4519.82,4.0,1309,Tiffany,True
item_001119,Dyson Bedding Model-1119,home_garden,Bedding,621.1,4.6,392,Dyson,True
item_001120,Puma Running Model-1120,sports,Running,129.43,3.2,1109,Nike,True
item_001121,Kelloggs Snacks Model-1121,food,Organic,48.19,3.4,997,Organic Valley,True
item_001122,Organic Valley Supplements Model-1122,food,Snacks,63.3,2.7,39,Kelloggs,True
item_001123,Nestle Snacks Model-1123,food,Snacks,41.33,4.7,1936,Organic Valley,True
item_001124,Adidas Shoes Model-1124,clothing,Jeans,247.94,2.0,190,Adidas,True
item_001125,Maybelline Haircare Model-1125,beauty,Skincare,199.88,3.5,1192,LOreal,True
item_001126,Penguin Fiction Model-1126,books,Fiction,17.12,5.0,160,Random House,True
item_001127,LEGO Dolls Model-1127,toys,Dolls,130.86,2.2,1849,Fisher-Price,True
item_001128,Nike Yoga Model-1128,sports,Swimming,492.21,4.0,1494,Puma,True
item_001129,Nike Cycling Model-1129,sports,Yoga,176.89,4.2,4964,Under Armour,True
item_001130,Cuisinart Lighting Model-1130,home_garden,Lighting,782.45,4.2,148,IKEA,True
item_001131,LOreal Haircare Model-1131,beauty,Skincare,75.91,4.4,1461,Maybelline,True
item_001132,Adidas Gym Model-1132,sports,Running,346.72,3.9,119,Nike,True
item_001133,Organic Valley Beverages Model-1133,food,Organic,29.62,3.9,31,Kelloggs,True
item_001134,IKEA Bedding Model-1134,home_garden,Kitchen,319.73,2.7,1046,Philips,True
item_001135,LOreal Makeup Model-1135,beauty,Fragrance,30.71,3.7,201,Estee Lauder,True
item_001136,Pandora Bracelets Model-1136,jewelry,Rings,3273.6,3.9,1213,Swarovski,True
item_001137,LOreal Makeup Model-1137,beauty,Fragrance,50.77,3.3,3942,Estee Lauder,True
item_001138,HarperCollins Non-Fiction Model-1138,books,Tech,57.31,3.2,2912,Penguin,False
item_001139,Nestle Supplements Model-1139,food,Snacks,17.04,4.2,0,Organic Valley,True
item_001140,Estee Lauder Skincare Model-1140,beauty,Fragrance,103.85,4.3,13,LOreal,True
item_001141,HarperCollins Science Model-1141,books,Fiction,15.34,3.2,842,HarperCollins,False
item_001142,3M Accessories Model-1142,automotive,Accessories,79.4,3.6,2209,Bosch,False
item_001143,Philips Bedding Model-1143,home_garden,Lighting,636.86,4.0,695,IKEA,True
item_001144,Under Armour Running Model-1144,sports,Running,171.13,3.3,1154,Puma,True
item_001145,Adidas Running Model-1145,sports,Swimming,93.99,3.8,4028,Puma,True
item_001146,Pandora Rings Model-1146,jewelry,Rings,3399.53,4.0,843,Tiffany,True
item_001147,LOreal Fragrance Model-1147,beauty,Haircare,153.85,5.0,2738,LOreal,True
item_001148,Sony Cameras Model-1148,electronics,Headphones,1510.5,3.6,0,Apple,True
item_001149,Dyson Furniture Model-1149,home_garden,Garden,121.71,2.6,0,IKEA,True
item_001150,Penguin Science Model-1150,books,History,54.54,2.7,1566,Penguin,True
item_001151,Michelin Accessories Model-1151,automotive,Car Care,396.94,3.3,0,3M,True
item_001152,HarperCollins Science Model-1152,books,Fiction,35.83,3.5,1671,Penguin,True
item_001153,Sony Headphones Model-1153,electronics,TVs,1795.03,4.6,742,Bosch,True
item_001154,Kelloggs Beverages Model-1154,food,Snacks,70.68,5.0,36,Nestle,True
item_001155,Tiffany Earrings Model-1155,jewelry,Bracelets,1545.9,3.7,3761,Pandora,True
item_001156,Pandora Necklaces Model-1156,jewelry,Rings,2829.12,4.2,201,Zales,True
item_001157,3M Accessories Model-1157,automotive,Electronics,54.49,4.8,3883,Castrol,True
item_001158,Hasbro Action Figures Model-1158,toys,Board Games,72.9,4.3,232,Fisher-Price,True
item_001159,Adidas Gym Model-1159,sports,Yoga,133.6,3.6,0,Nike,True
item_001160,HarperCollins Tech Model-1160,books,Tech,5.48,3.7,6,HarperCollins,True
item_001161,H&M Shoes Model-1161,clothing,Dresses,90.54,3.8,239,Zara,True
item_001162,H&M Jackets Model-1162,clothing,T-Shirts,113.73,4.8,18,Adidas,True
item_001163,Nike Yoga Model-1163,sports,Cycling,284.44,4.5,456,Nike,True
item_001164,Samsung Headphones Model-1164,electronics,Smartphones,1925.38,4.5,0,Bosch,True
item_001165,Levis Shoes Model-1165,clothing,T-Shirts,204.59,4.1,1675,H&M,True
item_001166,Tiffany Earrings Model-1166,jewelry,Earrings,4479.32,4.0,2686,Tiffany,True
item_001167,Cuisinart Kitchen Model-1167,home_garden,Furniture,734.66,3.7,114,Dyson,True
item_001168,Levis T-Shirts Model-1168,clothing,Jackets,199.45,3.0,0,Levis,True
item_001169,LEGO Puzzles Model-1169,toys,Dolls,30.26,4.3,50,Fisher-Price,True
item_001170,Michelin Tools Model-1170,automotive,Tools,75.5,3.4,393,Michelin,True
item_001171,Philips Kitchen Model-1171,home_garden,Lighting,706.81,4.4,2462,Cuisinart,True
item_001172,3M Accessories Model-1172,automotive,Tools,330.83,2.5,3790,Bosch,True
item_001173,Puma Swimming Model-1173,sports,Gym,354.94,3.1,2398,Under Armour,False
item_001174,Kelloggs Organic Model-1174,food,Beverages,63.54,4.5,600,Organic Valley,True
item_001175,LG TVs Model-1175,electronics,TVs,190.24,4.9,9,Bosch,True
item_001176,Organic Valley Organic Model-1176,food,Organic,21.37,4.4,2849,Organic Valley,True
item_001177,Random House Fiction Model-1177,books,Non-Fiction,54.16,3.2,75,Penguin,False
item_001178,Adidas Jeans Model-1178,clothing,Shoes,268.87,4.6,109,Nike,True
item_001179,Random House Non-Fiction Model-1179,books,Tech,32.58,3.2,710,Random House,True
item_001180,Nestle Beverages Model-1180,food,Supplements,4.37,4.6,3301,Organic Valley,True
item_001181,LG Smartphones Model-1181,electronics,Smartphones,1521.76,3.0,1941,Bosch,True
item_001182,LG Headphones Model-1182,electronics,Cameras,974.17,3.5,9,LG,True
item_001183,Penguin Tech Model-1183,books,History,15.54,2.1,159,Random House,True
item_001184,Cuisinart Garden Model-1184,home_garden,Kitchen,106.31,3.1,114,Philips,True
item_001185,Nestle Beverages Model-1185,food,Snacks,65.44,4.3,1591,Kelloggs,True
item_001186,Cuisinart Lighting Model-1186,home_garden,Furniture,359.62,5.0,3997,Philips,False
item_001187,Random House Non-Fiction Model-1187,books,Tech,54.96,4.6,0,Random House,True
item_001188,Pandora Rings Model-1188,jewelry,Rings,2875.4,4.4,3077,Pandora,True
item_001189,Under Armour Swimming Model-1189,sports,Gym,359.8,2.8,4660,Under Armour,True
item_001190,Nestle Snacks Model-1190,food,Organic,74.49,3.5,888,Nestle,True
item_001191,Dyson Bedding Model-1191,home_garden,Kitchen,455.77,5.0,0,Philips,False
item_001192,H&M Jackets Model-1192,clothing,Jeans,152.32,3.8,2352,Nike,True
item_001193,3M Car Care Model-1193,automotive,Tools,380.94,2.9,896,Castrol,True
item_001194,Pandora Necklaces Model-1194,jewelry,Bracelets,3565.4,3.5,369,Zales,True
item_001195,Castrol Tools Model-1195,automotive,Tools,38.11,2.3,102,Bosch,True
item_001196,Levis Dresses Model-1196,clothing,Dresses,88.75,4.4,319,Zara,True
item_001197,Under Armour Yoga Model-1197,sports,Cycling,436.55,2.4,41,Adidas,True
item_001198,H&M T-Shirts Model-1198,clothing,Shoes,246.67,2.8,4813,H&M,True
item_001199,LG Headphones Model-1199,electronics,Laptops,525.25,3.8,424,Bosch,True
item_001200,Cuisinart Kitchen Model-1200,home_garden,Bedding,129.93,2.9,3100,IKEA,True
item_001201,Kelloggs Beverages Model-1201,food,Snacks,56.83,3.9,2553,Kelloggs,True
item_001202,Hasbro Action Figures Model-1202,toys,Puzzles,121.54,4.4,179,Mattel,True
item_001203,Levis Shoes Model-1203,clothing,Jeans,117.14,3.4,1120,Levis,True
item_001204,Hasbro Puzzles Model-1204,toys,Dolls,48.04,4.8,3496,Hasbro,True
item_001205,Nike Yoga Model-1205,sports,Gym,401.35,4.3,2756,Adidas,True
item_001206,Swarovski Bracelets Model-1206,jewelry,Necklaces,4385.41,4.2,0,Tiffany,True
item_001207,3M Car Care Model-1207,automotive,Accessories,53.49,4.7,0,Bosch,True
item_001208,Under Armour Yoga Model-1208,sports,Yoga,201.03,3.9,525,Nike,True
item_001209,Kelloggs Beverages Model-1209,food,Supplements,79.11,3.6,667,Kelloggs,True
item_001210,Fisher-Price Action Figures Model-1210,toys,Dolls,35.64,4.1,4267,Mattel,True
item_001211,Nestle Snacks Model-1211,food,Supplements,10.15,3.0,28,Organic Valley,True
item_001212,Maybelline Skincare Model-1212,beauty,Makeup,88.34,4.5,984,Maybelline,True
item_001213,IKEA Garden Model-1213,home_garden,Bedding,549.5,4.5,2529,Dyson,True
item_001214,LG Cameras Model-1214,electronics,TVs,1979.52,3.6,2949,Bosch,True
item_001215,Fisher-Price Puzzles Model-1215,toys,Action Figures,106.09,3.4,1431,Mattel,True
item_001216,Under Armour Cycling Model-1216,sports,Cycling,418.98,4.0,491,Puma,True
item_001217,Cuisinart Lighting Model-1217,home_garden,Bedding,335.19,2.9,250,Dyson,True
item_001218,LEGO Board Games Model-1218,toys,Action Figures,127.19,3.5,216,Mattel,False
item_001219,Kelloggs Supplements Model-1219,food,Supplements,68.16,4.7,0,Organic Valley,False
item_001220,Nike Swimming Model-1220,sports,Yoga,180.82,3.1,0,Nike,True
item_001221,Swarovski Earrings Model-1221,jewelry,Rings,3751.81,4.8,4047,Pandora,True
item_001222,Maybelline Haircare Model-1222,beauty,Makeup,125.2,4.1,1269,LOreal,True
item_001223,Bosch Tools Model-1223,automotive,Electronics,66.07,4.2,197,Bosch,True
item_001224,Puma Cycling Model-1224,sports,Cycling,460.45,3.4,429,Adidas,True
item_001225,3M Accessories Model-1225,automotive,Car Care,68.88,3.2,2166,Castrol,True
item_001226,Random House History Model-1226,books,Non-Fiction,51.53,3.6,3441,Penguin,True
item_001227,Adidas Dresses Model-1227,clothing,T-Shirts,65.96,5.0,1,Levis,True
item_001228,LOreal Haircare Model-1228,beauty,Skincare,39.44,3.4,0,LOreal,True
item_001229,Pandora Bracelets Model-1229,jewelry,Bracelets,4746.62,2.2,957,Swarovski,True
item_001230,Michelin Tools Model-1230,automotive,Tools,187.36,3.9,0,Michelin,False
item_001231,Kelloggs Snacks Model-1231,food,Snacks,28.07,4.6,5,Organic Valley,True
item_001232,Zales Necklaces Model-1232,jewelry,Earrings,68.38,4.0,2352,Pandora,True
item_001233,Apple Laptops Model-1233,electronics,Smartphones,377.5,5.0,545,Sony,True
item_001234,Kelloggs Supplements Model-1234,food,Supplements,42.78,4.3,1,Organic Valley,True
item_001235,Zales Bracelets Model-1235,jewelry,Earrings,1779.65,4.0,1,Swarovski,True
item_001236,Nestle Beverages Model-1236,food,Snacks,5.56,3.6,58,Kelloggs,True
item_001237,Puma Cycling Model-1237,sports,Running,492.91,4.2,1213,Nike,True
item_001238,Kelloggs Beverages Model-1238,food,Organic,21.23,2.7,620,Organic Valley,True
item_001239,Zara Dresses Model-1239,clothing,T-Shirts,57.77,5.0,90,Zara,True
item_001240,Pandora Necklaces Model-1240,jewelry,Bracelets,3772.92,4.4,0,Pandora,True
item_001241,Philips Kitchen Model-1241,home_garden,Garden,71.39,4.4,1320,IKEA,False
item_001242,Castrol Accessories Model-1242,automotive,Accessories,131.76,3.8,1151,Castrol,True
item_001243,Sony TVs Model-1243,electronics,Cameras,739.9,4.8,97,Bosch,True
item_001244,Adidas Jackets Model-1244,clothing,T-Shirts,295.44,3.7,2,H&M,True
item_001245,Nike Running Model-1245,sports,Cycling,106.12,3.4,2423,Puma,True
item_001246,Nike Jackets Model-1246,clothing,Jeans,25.56,3.8,3769,Zara,True
item_001247,HarperCollins Tech Model-1247,books,Fiction,7.49,4.4,31,Random House,True
item_001248,Bosch Headphones Model-1248,electronics,Cameras,425.79,3.3,2357,Bosch,False
item_001249,Nike Yoga Model-1249,sports,Cycling,78.74,3.2,39,Under Armour,True
item_001250,Tiffany Earrings Model-1250,jewelry,Bracelets,1422.27,3.2,547,Pandora,True
item_001251,Organic Valley Beverages Model-1251,food,Beverages,15.1,3.5,357,Organic Valley,True
item_001252,3M Accessories Model-1252,automotive,Electronics,171.98,4.5,3190,Michelin,True
item_001253,Swarovski Necklaces Model-1253,jewelry,Earrings,1888.33,3.9,21,Tiffany,True
item_001254,LOreal Fragrance Model-1254,beauty,Fragrance,50.78,3.0,12,Estee Lauder,True
item_001255,HarperCollins Tech Model-1255,books,History,39.03,5.0,1252,Random House,True
item_001256,Fisher-Price Dolls Model-1256,toys,Dolls,107.67,2.9,2323,Fisher-Price,True
item_001257,Tiffany Bracelets Model-1257,jewelry,Rings,3658.62,3.5,685,Tiffany,True
item_001258,Zales Bracelets Model-1258,jewelry,Earrings,732.39,3.2,3,Zales,True
item_001259,Philips Lighting Model-1259,home_garden,Bedding,448.7,3.3,229,Cuisinart,True
item_001260,Bosch Car Care Model-1260,automotive,Car Care,138.62,3.8,3,Bosch,True
item_001261,Michelin Tools Model-1261,automotive,Electronics,369.98,3.7,963,Bosch,True
item_001262,Penguin Fiction Model-1262,books,Science,34.4,3.3,1584,HarperCollins,True
item_001263,Estee Lauder Fragrance Model-1263,beauty,Skincare,140.65,4.0,81,LOreal,True
item_001264,Hasbro Dolls Model-1264,toys,Board Games,143.38,4.1,5,Hasbro,True
item_001265,LG Cameras Model-1265,electronics,Smartphones,826.0,4.3,23,Apple,False
item_001266,Pandora Bracelets Model-1266,jewelry,Necklaces,4360.41,3.9,138,Pandora,True
item_001267,Bosch Accessories Model-1267,automotive,Electronics,284.17,4.1,2387,Castrol,True
item_001268,Swarovski Necklaces Model-1268,jewelry,Necklaces,709.67,4.2,59,Swarovski,True
item_001269,Cuisinart Garden Model-1269,home_garden,Garden,581.3,3.3,1422,IKEA,True
item_001270,Zales Necklaces Model-1270,jewelry,Rings,367.26,5.0,1389,Swarovski,True
item_001271,HarperCollins Non-Fiction Model-1271,books,Non-Fiction,11.25,5.0,1797,Penguin,False
item_001272,Kelloggs Snacks Model-1272,food,Beverages,79.86,4.4,63,Organic Valley,True
item_001273,Nestle Beverages Model-1273,food,Organic,72.76,3.6,99,Nestle,True
item_001274,Estee Lauder Fragrance Model-1274,beauty,Makeup,67.44,2.5,666,Maybelline,True
item_001275,Dyson Bedding Model-1275,home_garden,Bedding,124.18,2.6,2825,Dyson,True
item_001276,Zales Bracelets Model-1276,jewelry,Necklaces,2962.85,3.6,2431,Zales,True
item_001277,Fisher-Price Board Games Model-1277,toys,Board Games,79.25,5.0,116,LEGO,True
item_001278,Bosch Car Care Model-1278,automotive,Tools,331.42,3.7,955,Castrol,True
item_001279,LEGO Board Games Model-1279,toys,Action Figures,48.59,3.1,388,Fisher-Price,True
item_001280,Cuisinart Furniture Model-1280,home_garden,Kitchen,198.87,3.2,4636,Dyson,True
item_001281,Levis Jackets Model-1281,clothing,Dresses,109.56,5.0,0,Zara,True
item_001282,Zales Earrings Model-1282,jewelry,Rings,3447.68,3.6,747,Tiffany,True
item_001283,Michelin Electronics Model-1283,automotive,Tools,145.74,4.9,298,Castrol,True
item_001284,Adidas Jeans Model-1284,clothing,Jeans,261.44,3.1,3484,Adidas,True
item_001285,Bosch Smartphones Model-1285,electronics,Laptops,253.98,3.2,4056,Apple,False
item_001286,Under Armour Gym Model-1286,sports,Yoga,14.89,3.5,2469,Nike,True
item_001287,Dyson Lighting Model-1287,home_garden,Garden,455.0,4.2,7,Dyson,True
item_001288,Mattel Action Figures Model-1288,toys,Action Figures,24.77,4.3,0,LEGO,True
item_001289,3M Electronics Model-1289,automotive,Accessories,140.07,3.3,42,Bosch,True
item_001290,Sony Cameras Model-1290,electronics,Cameras,1861.3,3.4,1744,Bosch,True
item_001291,Philips Bedding Model-1291,home_garden,Lighting,593.88,2.8,4724,Cuisinart,True
item_001292,LG TVs Model-1292,electronics,Cameras,175.93,2.8,45,Sony,True
item_001293,Kelloggs Supplements Model-1293,food,Beverages,79.84,3.2,3,Kelloggs,True
item_001294,Nike Cycling Model-1294,sports,Yoga,277.77,4.8,463,Puma,True
item_001295,Kelloggs Beverages Model-1295,food,Supplements,32.38,3.1,2555,Organic Valley,True
item_001296,LG Laptops Model-1296,electronics,TVs,1311.19,3.9,658,Samsung,True
item_001297,Bosch Headphones Model-1297,electronics,Laptops,261.88,3.5,0,Bosch,True
item_001298,Cuisinart Lighting Model-1298,home_garden,Lighting,598.03,3.1,996,Dyson,False
item_001299,Adidas Running Model-1299,sports,Swimming,211.28,4.2,2573,Nike,False
item_001300,Philips Kitchen Model-1300,home_garden,Bedding,368.61,3.4,3665,Cuisinart,True
item_001301,Random House Tech Model-1301,books,Fiction,25.58,4.5,845,Random House,False
item_001302,Samsung Cameras Model-1302,electronics,Smartphones,67.54,4.5,3716,Sony,True
item_001303,LEGO Puzzles Model-1303,toys,Action Figures,8.31,3.4,0,LEGO,True
item_001304,Tiffany Rings Model-1304,jewelry,Rings,3129.41,4.3,0,Zales,True
item_001305,Puma Gym Model-1305,sports,Cycling,59.88,4.3,2269,Puma,True
item_001306,Penguin Science Model-1306,books,Tech,18.45,3.6,3926,Random House,True
item_001307,Maybelline Skincare Model-1307,beauty,Haircare,169.31,3.5,3567,Estee Lauder,True
item_001308,Zales Earrings Model-1308,jewelry,Necklaces,1273.85,4.0,15,Zales,False
item_001309,Random House Science Model-1309,books,Tech,37.35,5.0,1,Random House,True
item_001310,Estee Lauder Fragrance Model-1310,beauty,Haircare,88.57,4.6,76,Maybelline,True
item_001311,Michelin Electronics Model-1311,automotive,Accessories,157.68,3.8,1578,Bosch,True
item_001312,Samsung Laptops Model-1312,electronics,Headphones,1340.2,2.5,1026,Bosch,True
item_001313,Puma Yoga Model-1313,sports,Yoga,158.45,3.8,4,Puma,True
item_001314,Philips Kitchen Model-1314,home_garden,Lighting,447.37,2.5,254,IKEA,True
