user_id,age,gender,country,preferred_categories,account_age_days,is_premium
user_001535,18,F,JP,"food,toys",1233,False
user_001536,41,M,IN,"books,home_garden",1019,False
user_001537,28,F,JP,"automotive,jewelry",172,False
user_001538,20,F,FR,"automotive,home_garden",741,True
user_001539,18,F,DE,beauty,226,True
user_001540,34,M,DE,"beauty,books",1711,False
user_001541,56,F,US,"home_garden,jewelry",1530,True
user_001542,54,F,JP,"books,toys,electronics",762,True
user_001543,29,M,MX,jewelry,1783,False
user_001544,27,M,FR,beauty,158,True
user_001545,40,M,DE,"books,jewelry",1533,False
user_001546,23,F,BR,"food,toys",1601,False
user_001547,38,M,US,sports,1805,False
user_001548,44,M,JP,"books,automotive,jewelry",1393,False
user_001549,49,F,IN,"automotive,sports",627,False
user_001550,33,Other,IN,"books,sports",774,False
user_001551,32,M,US,home_garden,449,False
user_001552,24,M,JP,"automotive,clothing,food",1695,False
user_001553,25,F,FR,beauty,553,True
user_001554,32,F,AU,beauty,58,False
user_001555,39,M,FR,automotive,1223,True
user_001556,45,M,US,"home_garden,automotive",493,False
user_001557,25,M,AU,"jewelry,electronics,food",191,False
user_001558,52,F,JP,beauty,1025,False
user_001559,31,F,UK,"beauty,books",679,False
user_001560,34,M,JP,"automotive,clothing,books",977,False
user_001561,26,M,BR,sports,162,False
user_001562,18,F,DE,home_garden,1575,False
user_001563,45,M,DE,"automotive,jewelry,beauty",695,False
user_001564,43,M,MX,"toys,electronics,jewelry",1243,True
user_001565,31,F,BR,jewelry,200,False
user_001566,35,F,UK,sports,1022,True
user_001567,41,M,CA,"books,sports",1181,False
user_001568,18,M,BR,clothing,529,False
user_001569,28,F,MX,"food,books",1000,True
user_001570,44,F,DE,"toys,jewelry",903,False
user_001571,19,F,IN,"beauty,jewelry,clothing",922,False
user_001572,38,F,IN,"electronics,jewelry,home_garden",17,False
user_001573,18,M,MX,sports,818,False
user_001574,40,F,UK,toys,715,False
user_001575,34,M,UK,"automotive,food,clothing",813,False
user_001576,18,M,AU,toys,702,False
user_001577,48,M,BR,"home_garden,food",79,False
user_001578,26,M,US,"books,home_garden",1232,False
user_001579,25,F,BR,beauty,438,True
user_001580,37,M,DE,toys,172,True
user_001581,48,M,BR,"toys,clothing",1785,False
user_001582,22,M,US,sports,190,False
user_001583,35,M,AU,"beauty,sports",859,False
user_001584,40,F,MX,"books,toys,beauty",797,False
user_001585,43,F,MX,"jewelry,home_garden,clothing",1263,True
user_001586,37,F,DE,"beauty,electronics,books",1023,False
user_001587,30,M,US,toys,923,False
user_001588,25,F,MX,food,200,True
user_001589,36,F,FR,"home_garden,toys,books",713,False
user_001590,22,F,AU,jewelry,1667,False
user_001591,18,F,UK,"sports,automotive",1433,False
user_001592,40,M,IN,"toys,jewelry",873,False
user_001593,45,M,AU,"clothing,books",363,False
user_001594,18,M,CA,automotive,1731,False
user_001595,22,Other,UK,"toys,sports,clothing",184,False
user_001596,42,F,MX,"toys,clothing,food",1116,True
user_001597,59,F,JP,"automotive,electronics",434,False
user_001598,35,M,BR,"automotive,toys",255,False
user_001599,26,M,AU,"toys,jewelry",1602,False
user_001600,32,M,JP,"sports,jewelry",1379,False
user_001601,51,M,AU,"electronics,jewelry",1722,False
user_001602,27,M,MX,"jewelry,beauty,automotive",881,False
user_001603,25,F,MX,"home_garden,toys",879,True
user_001604,29,F,IN,"toys,books,jewelry",325,False
user_001605,23,F,MX,books,1607,False
user_001606,36,F,FR,"sports,automotive,books",191,True
user_001607,54,M,IN,"electronics,books",162,False
user_001608,38,Other,AU,books,383,False
user_001609,31,M,FR,sports,1488,False
user_001610,31,M,DE,"sports,electronics",1285,True
user_001611,18,F,UK,"clothing,jewelry,food",220,True
user_001612,45,M,AU,"books,clothing",1717,False
user_001613,34,F,JP,food,151,False
user_001614,32,M,AU,"clothing,home_garden,toys",1298,False
user_001615,73,M,DE,books,1351,False
user_001616,38,Other,BR,"electronics,clothing,beauty",1258,False
user_001617,25,F,CA,books,250,False
user_001618,29,M,IN,automotive,1559,False
user_001619,48,M,DE,"clothing,home_garden",451,True
user_001620,36,F,UK,"books,sports,automotive",714,False
user_001621,18,M,JP,"sports,food,automotive",396,False
user_001622,46,Other,UK,sports,1196,False
user_001623,26,F,BR,"sports,books,home_garden",888,False
user_001624,57,F,MX,"jewelry,sports",221,False
user_001625,47,M,UK,"home_garden,beauty",921,False
user_001626,29,M,JP,automotive,602,False
user_001627,50,M,DE,"automotive,beauty,toys",1657,False
user_001628,35,M,FR,beauty,1346,False
user_001629,45,M,AU,beauty,1410,True
user_001630,40,F,AU,"home_garden,food",477,False
user_001631,24,F,UK,"sports,home_garden",1149,False
user_001632,27,M,AU,"clothing,toys,automotive",406,False
user_001633,47,Other,JP,"food,electronics",245,True
user_001634,30,M,JP,jewelry,485,False
user_001635,30,F,CA,"electronics,jewelry",269,False
user_001636,23,F,US,"electronics,automotive",691,False
user_001637,40,M,JP,food,1482,False
user_001638,59,M,AU,"beauty,toys",1012,False
user_001639,22,F,UK,"sports,food",1727,False
user_001640,35,M,US,"clothing,electronics,home_garden",285,True
user_001641,51,M,FR,"toys,home_garden",1483,False
user_001642,34,F,US,"automotive,electronics",532,False
user_001643,40,M,CA,clothing,154,False
user_001644,22,F,DE,"jewelry,toys,sports",1195,False
user_001645,40,F,MX,beauty,1819,False
user_001646,32,F,FR,"food,clothing",1184,False
user_001647,46,F,BR,"sports,beauty",463,True
user_001648,49,F,FR,"clothing,beauty",1351,False
user_001649,66,M,BR,clothing,124,False
user_001650,41,M,UK,"home_garden,food,toys",698,False
user_001651,38,F,CA,"automotive,jewelry,beauty",1452,False
user_001652,37,M,DE,automotive,449,False
user_001653,30,M,JP,"food,automotive",385,True
user_001654,39,F,MX,"books,sports",1328,True
user_001655,31,M,BR,"clothing,jewelry",384,False
user_001656,37,M,UK,"automotive,food",1128,True
user_001657,50,M,JP,"home_garden,books",1041,False
user_001658,22,M,JP,"sports,beauty",1500,False
user_001659,48,M,DE,sports,1217,False
user_001660,50,M,US,"food,automotive,toys",1324,False
user_001661,33,M,US,home_garden,1179,False
user_001662,18,M,FR,automotive,1808,False
user_001663,27,M,CA,"toys,jewelry,automotive",1015,False
user_001664,50,F,MX,beauty,590,False
user_001665,34,F,MX,books,977,False
user_001666,23,F,DE,"home_garden,books,beauty",384,False
user_001667,28,F,JP,"books,electronics",685,True
user_001668,45,F,US,"clothing,books",1217,False
user_001669,41,F,FR,"jewelry,electronics",968,True
user_001670,32,F,CA,jewelry,1711,False
user_001671,30,M,AU,"books,jewelry,clothing",927,False
user_001672,30,F,CA,"automotive,sports",747,False
user_001673,23,F,MX,"sports,beauty",992,True
user_001674,54,Other,FR,"automotive,electronics,books",1351,False
user_001675,31,M,JP,"food,electronics",737,False
user_001676,49,F,JP,home_garden,1309,True
user_001677,53,Other,IN,"automotive,food",359,False
user_001678,46,F,CA,"beauty,jewelry,toys",634,False
user_001679,29,M,BR,"automotive,beauty,clothing",1161,False
user_001680,39,Other,BR,"sports,clothing",1404,True
user_001681,34,F,DE,"books,automotive,sports",622,False
user_001682,24,M,US,sports,446,False
user_001683,38,M,JP,"clothing,electronics,food",722,False
user_001684,20,M,AU,electronics,1800,False
user_001685,49,F,DE,"automotive,books,clothing",1502,False
user_001686,29,M,AU,"clothing,sports,home_garden",510,False
user_001687,37,Other,UK,"toys,jewelry,automotive",536,False
user_001688,38,F,AU,"sports,books,toys",1648,False
user_001689,31,M,FR,"home_garden,sports,books",617,False
user_001690,42,F,JP,"jewelry,food",1603,False
user_001691,29,F,AU,"clothing,books",1032,False
user_001692,45,M,JP,"beauty,food,jewelry",841,False
user_001693,18,F,MX,"electronics,toys,clothing",620,False
user_001694,36,F,MX,"automotive,beauty,books",1798,False
user_001695,58,F,BR,"books,toys",1654,False
user_001696,22,M,UK,"food,electronics,clothing",683,False
user_001697,26,F,US,"jewelry,food",249,False
user_001698,41,F,IN,"automotive,electronics,home_garden",1517,False
user_001699,37,F,DE,home_garden,617,False
user_001700,39,M,US,"electronics,food,home_garden",314,False
user_001701,40,M,FR,automotive,213,False
user_001702,42,F,CA,"food,toys,electronics",829,False
user_001703,48,F,IN,home_garden,534,False
user_001704,39,M,US,"food,clothing,toys",379,True
user_001705,32,M,CA,"home_garden,books,jewelry",593,False
user_001706,43,M,UK,"food,beauty,sports",951,False
user_001707,57,M,UK,"books,electronics",1156,False
user_001708,33,M,AU,"sports,electronics,food",286,False
user_001709,23,Other,AU,"food,sports,electronics",1026,False
user_001710,48,F,DE,"home_garden,beauty,toys",1344,False
user_001711,33,F,DE,"jewelry,beauty,food",571,False
user_001712,18,F,BR,"sports,toys,clothing",772,False
user_001713,45,M,AU,"books,automotive,sports",1206,False
user_001714,28,M,US,"jewelry,toys",1745,False
user_001715,33,F,BR,clothing,1392,False
user_001716,38,M,DE,home_garden,1492,False
user_001717,37,F,UK,"clothing,electronics",77,False
user_001718,43,F,MX,food,1293,False
user_001719,29,M,BR,beauty,774,True
user_001720,41,M,BR,"jewelry,automotive,home_garden",897,False
user_001721,31,F,JP,home_garden,1667,False
user_001722,43,F,UK,clothing,417,True
user_001723,42,M,JP,electronics,1164,False
user_001724,23,M,IN,beauty,1017,False
user_001725,48,F,IN,jewelry,722,False
user_001726,28,M,JP,"books,clothing,food",1790,True
user_001727,44,F,CA,books,207,True
user_001728,39,F,AU,electronics,47,False
user_001729,57,F,UK,"sports,toys",1787,False
user_001730,32,F,IN,"clothing,automotive",1252,False
user_001731,30,F,UK,"jewelry,electronics",1194,False
user_001732,34,M,CA,"electronics,jewelry",411,False
user_001733,31,M,AU,books,1552,False
user_001734,44,F,MX,home_garden,1250,False
user_001735,18,Other,JP,beauty,1226,False
user_001736,22,M,DE,automotive,555,False
user_001737,22,F,FR,electronics,1332,False
user_001738,46,M,US,"sports,home_garden",54,False
user_001739,55,F,JP,automotive,1397,False
user_001740,33,F,JP,automotive,1569,False
user_001741,32,F,IN,toys,283,True
user_001742,35,Other,AU,jewelry,721,False
user_001743,48,M,MX,"electronics,home_garden",21,False
user_001744,23,F,FR,"automotive,electronics,jewelry",1665,True
user_001745,37,M,CA,books,90,False
user_001746,46,F,BR,"home_garden,sports,books",1347,True
user_001747,41,M,IN,clothing,422,False
user_001748,37,F,AU,"beauty,home_garden,food",1598,False
user_001749,47,M,IN,"home_garden,automotive,sports",1032,True
user_001750,18,M,FR,"toys,food",281,False
user_001751,43,M,DE,"home_garden,sports,jewelry",74,False
user_001752,27,M,US,"food,jewelry,clothing",554,False
user_001753,18,M,MX,"sports,clothing",787,False
user_001754,41,M,FR,"toys,food",777,False
user_001755,51,F,US,"automotive,electronics",1110,False
user_001756,33,F,AU,jewelry,1697,False
user_001757,46,F,MX,"home_garden,electronics,beauty",889,False
user_001758,54,F,CA,"electronics,clothing,toys",1759,False
user_001759,50,M,JP,"food,toys,sports",958,False
user_001760,54,F,CA,books,1638,False
user_001761,43,F,CA,"clothing,home_garden",692,False
user_001762,35,M,CA,jewelry,1351,False
user_001763,18,M,AU,"jewelry,electronics,clothing",1713,False
user_001764,32,M,BR,food,19,False
user_001765,24,M,US,"food,automotive",1187,False
user_001766,61,M,UK,"jewelry,automotive",903,False
user_001767,32,M,DE,"sports,food",301,False
user_001768,36,F,DE,"electronics,home_garden,clothing",1402,False
user_001769,41,M,FR,"jewelry,beauty",125,False
user_001770,35,F,AU,"sports,electronics",1107,False
user_001771,55,M,BR,"home_garden,beauty,clothing",232,False
user_001772,27,M,AU,home_garden,1699,False
user_001773,37,F,DE,"clothing,toys",51,False
user_001774,26,F,AU,"beauty,toys",964,False
user_001775,19,M,US,"jewelry,electronics",596,False
user_001776,27,F,IN,"electronics,clothing,home_garden",1466,False
user_001777,34,M,MX,"jewelry,beauty,home_garden",67,False
user_001778,29,F,UK,toys,159,False
user_001779,26,F,MX,jewelry,1291,False
user_001780,18,F,IN,"automotive,clothing",1635,True
user_001781,34,M,CA,"automotive,jewelry",400,False
user_001782,18,M,AU,"home_garden,beauty",473,False
user_001783,44,F,JP,"clothing,home_garden,food",742,True
user_001784,35,F,MX,"automotive,clothing,beauty",472,False
user_001785,18,F,FR,"home_garden,books",1591,False
user_001786,31,F,AU,"jewelry,books,sports",643,True
user_001787,25,Other,MX,"toys,automotive",1013,False
user_001788,38,F,US,books,342,True
user_001789,51,F,DE,"automotive,food",1781,True
user_001790,18,Other,DE,"electronics,books",1055,False
user_001791,36,M,IN,"toys,beauty",495,False
user_001792,33,F,AU,beauty,1212,False
user_001793,43,M,AU,electronics,920,False
user_001794,37,F,DE,"food,toys,sports",1503,False
user_001795,25,F,MX,"automotive,clothing,books",1215,False
user_001796,31,M,IN,"food,toys,beauty",1480,False
user_001797,25,M,AU,home_garden,99,False
user_001798,47,M,JP,"jewelry,automotive,toys",653,False
user_001799,35,F,FR,electronics,882,False
user_001800,57,M,DE,"jewelry,beauty,clothing",243,False
user_001801,34,F,CA,"food,home_garden",532,False
user_001802,26,F,DE,home_garden,197,False
user_001803,18,F,IN,"books,electronics,automotive",1102,False
user_001804,18,F,US,food,757,False
user_001805,18,F,CA,"toys,food,books",225,False
user_001806,38,F,BR,food,539,True
user_001807,41,F,UK,sports,725,False
user_001808,18,M,AU,"home_garden,clothing,beauty",566,False
user_001809,45,F,US,"automotive,clothing,beauty",888,True
user_001810,29,F,US,"automotive,beauty,home_garden",1300,False
user_001811,36,F,FR,books,1380,False
user_001812,54,F,BR,"books,food",579,True
user_001813,45,M,UK,"clothing,automotive,home_garden",1005,False
user_001814,31,M,CA,books,1257,False
user_001815,24,F,DE,"home_garden,beauty,food",1798,False
user_001816,18,F,BR,sports,1632,False
user_001817,26,M,FR,"beauty,automotive,food",231,False
user_001818,32,M,JP,"toys,food",238,False
user_001819,23,F,DE,"clothing,beauty",1585,False
user_001820,33,F,US,"jewelry,toys",596,False
user_001821,35,M,AU,toys,536,False
user_001822,32,M,CA,"toys,food",112,False
user_001823,27,M,JP,"home_garden,beauty,electronics",454,False
user_001824,37,M,UK,automotive,1257,False
user_001825,40,F,US,jewelry,1644,False
user_001826,21,F,IN,"beauty,jewelry,clothing",432,False
user_001827,51,F,JP,books,1761,False
user_001828,33,M,FR,"books,beauty",1133,False
user_001829,35,F,IN,electronics,210,False
user_001830,43,M,US,"electronics,books",472,False
user_001831,37,F,JP,"home_garden,electronics,sports",1343,False
user_001832,46,M,JP,"sports,clothing,automotive",42,True
user_001833,38,F,JP,"jewelry,books,clothing",398,False
user_001834,27,F,US,"beauty,toys",619,False
user_001835,39,M,MX,clothing,966,False
user_001836,21,Other,IN,"clothing,home_garden",571,False
user_001837,36,M,BR,"automotive,jewelry,home_garden",1491,False
user_001838,34,M,MX,"automotive,clothing",51,False
user_001839,32,M,MX,food,224,False
user_001840,33,M,DE,"books,clothing",426,False
user_001841,18,M,JP,"jewelry,home_garden",1263,False
user_001842,28,F,CA,"jewelry,home_garden,electronics",844,False
user_001843,36,M,MX,"books,electronics",1227,False
user_001844,36,F,IN,sports,1628,False
user_001845,22,M,BR,"beauty,home_garden",1054,False
user_001846,50,F,JP,"clothing,jewelry,toys",261,False
user_001847,24,F,DE,automotive,405,False
user_001848,46,F,BR,electronics,350,False
user_001849,40,M,CA,"food,books,toys",241,False
user_001850,27,M,AU,"sports,automotive",1155,False
user_001851,56,F,FR,sports,1645,False
user_001852,20,M,FR,"beauty,automotive,sports",677,False
user_001853,46,M,JP,"books,jewelry,food",368,False
user_001854,47,M,FR,electronics,409,False
user_001855,26,M,BR,"food,beauty,clothing",1218,False
user_001856,51,M,US,"automotive,home_garden",395,False
user_001857,31,M,JP,"jewelry,sports",522,False
user_001858,38,M,FR,"home_garden,clothing,books",574,False
user_001859,38,M,MX,"clothing,books,toys",1239,False
user_001860,33,M,FR,"jewelry,food,home_garden",444,True
user_001861,44,M,US,"books,jewelry,automotive",663,True
user_001862,44,F,BR,books,872,False
user_001863,18,F,FR,"sports,automotive",1148,False
user_001864,50,M,IN,"food,beauty",650,False
user_001865,18,F,JP,"home_garden,books,sports",1148,False
user_001866,47,F,DE,"sports,clothing,toys",52,False
user_001867,48,M,IN,"beauty,toys",1795,False
user_001868,21,M,US,toys,402,False
user_001869,30,M,AU,"home_garden,electronics,sports",520,False
user_001870,21,M,CA,jewelry,1315,False
user_001871,32,M,US,sports,1172,False
user_001872,31,M,IN,"food,jewelry,automotive",1654,True
user_001873,44,F,DE,"electronics,books",1784,False
user_001874,50,F,UK,toys,115,False
user_001875,51,F,CA,"electronics,beauty,clothing",1747,False
user_001876,28,F,DE,"electronics,beauty,automotive",1202,False
user_001877,32,F,JP,"automotive,electronics",853,False
user_001878,18,F,IN,"electronics,clothing,home_garden",303,False
user_001879,25,M,CA,books,1247,False
user_001880,46,M,IN,"toys,books,electronics",719,True
user_001881,54,F,BR,"jewelry,clothing",181,True
user_001882,20,F,DE,books,651,False
user_001883,27,F,FR,books,1307,False
user_001884,34,M,FR,home_garden,1531,False
user_001885,38,M,CA,sports,365,False
user_001886,25,F,CA,"beauty,toys,home_garden",1810,False
user_001887,40,M,BR,"sports,food",728,False
user_001888,29,F,DE,"automotive,food",76,False
user_001889,34,Other,JP,"toys,books,home_garden",711,False
user_001890,41,F,IN,"sports,home_garden,beauty",1130,False
user_001891,35,F,CA,"clothing,automotive",447,False
user_001892,29,F,DE,clothing,974,True
user_001893,33,F,US,"beauty,jewelry,toys",661,False
user_001894,33,M,AU,"beauty,electronics,books",690,False
user_001895,30,F,CA,books,334,False
user_001896,31,M,MX,electronics,935,False
user_001897,54,F,CA,"toys,jewelry,food",1482,False
user_001898,41,M,FR,"food,toys",1563,False
user_001899,31,F,MX,"clothing,toys,automotive",821,False
user_001900,43,M,CA,automotive,1816,False
user_001901,30,M,AU,"automotive,home_garden,books",1615,False
user_001902,49,F,DE,sports,1642,False
user_001903,39,M,DE,"books,food",411,False
user_001904,33,M,FR,"sports,clothing",895,True
user_001905,40,F,AU,books,11,False
user_001906,18,F,JP,"clothing,food",1432,False
user_001907,21,F,UK,"toys,food",794,True
user_001908,20,F,CA,toys,1679,False
user_001909,36,F,AU,"jewelry,toys",1001,False
user_001910,55,F,AU,"electronics,home_garden,books",742,False
user_001911,61,F,JP,jewelry,159,False
user_001912,42,M,FR,food,619,False
user_001913,41,M,CA,"toys,books",638,False
user_001914,18,F,JP,"electronics,sports",368,False
user_001915,28,F,AU,"automotive,clothing,food",1406,False
user_001916,25,M,MX,"toys,electronics,books",1039,False
user_001917,27,F,JP,"electronics,food",866,False
user_001918,32,F,UK,"toys,sports",1237,False
user_001919,29,F,AU,"automotive,beauty",1729,False
user_001920,18,Other,IN,"clothing,books",1556,False
user_001921,43,M,MX,"clothing,books,electronics",529,False
user_001922,22,M,US,"food,toys,electronics",249,False
user_001923,37,F,AU,"beauty,electronics",517,False
user_001924,59,M,AU,"sports,electronics,jewelry",855,True
user_001925,23,F,AU,"sports,electronics",1499,True
user_001926,18,M,UK,"toys,home_garden,books",259,False
user_001927,31,M,BR,"food,toys,sports",1412,False
user_001928,48,M,AU,"automotive,food,electronics",79,True
user_001929,58,M,CA,"clothing,toys,jewelry",866,False
user_001930,20,F,UK,sports,1714,False
user_001931,40,F,CA,home_garden,1261,False
user_001932,29,M,BR,electronics,441,False
user_001933,33,M,US,"sports,books",1239,False
user_001934,66,M,JP,sports,425,True
user_001935,18,M,MX,"books,sports",1619,False
user_001936,38,M,AU,"clothing,home_garden",453,True
user_001937,40,F,MX,"jewelry,food",674,False
user_001938,48,M,AU,"automotive,electronics",710,False
user_001939,36,F,BR,food,432,False
user_001940,38,M,US,toys,1354,False
user_001941,30,F,AU,food,171,False
user_001942,38,F,BR,"beauty,sports,automotive",1382,False
user_001943,30,F,MX,jewelry,721,False
user_001944,42,F,BR,"electronics,sports",481,False
user_001945,30,M,FR,"books,toys,clothing",433,False
user_001946,39,F,JP,"sports,books,automotive",1127,False
user_001947,34,F,CA,toys,655,False
user_001948,48,M,JP,"clothing,beauty,toys",1014,False
user_001949,34,F,DE,"food,books",820,False
user_001950,18,F,UK,"beauty,food,books",786,False
user_001951,50,M,US,"toys,jewelry",1268,False
user_001952,24,F,JP,"jewelry,automotive,clothing",47,False
user_001953,27,F,BR,books,1402,True
user_001954,27,F,FR,"electronics,toys",1742,False
user_001955,51,M,FR,"beauty,home_garden",661,True
user_001956,18,M,BR,electronics,941,False
user_001957,72,Other,IN,"food,home_garden,books",1314,True
user_001958,47,M,UK,"beauty,books,home_garden",15,False
user_001959,37,F,UK,"toys,automotive,food",1604,False
user_001960,34,F,MX,"automotive,clothing",1326,False
user_001961,38,F,US,"electronics,food,automotive",600,False
user_001962,41,F,IN,"electronics,beauty,toys",1289,False
user_001963,42,M,CA,"clothing,jewelry",1553,False
user_001964,41,M,AU,books,291,False
user_001965,36,M,UK,"home_garden,sports",939,False
user_001966,32,M,BR,"home_garden,sports",678,False
user_001967,33,F,DE,"sports,jewelry,electronics",1069,False
user_001968,32,F,CA,beauty,629,False
user_001969,48,F,BR,jewelry,1461,False
user_001970,42,M,CA,"books,jewelry",1760,False
user_001971,18,F,DE,"home_garden,electronics,jewelry",1197,True
user_001972,42,M,MX,"automotive,jewelry",349,False
user_001973,37,F,JP,"books,automotive,beauty",1773,False
user_001974,34,M,JP,"books,automotive,food",30,False
user_001975,30,M,FR,beauty,460,False
user_001976,48,F,MX,"clothing,home_garden,beauty",1308,False
user_001977,46,M,US,"automotive,home_garden,jewelry",817,False
user_001978,25,M,IN,"automotive,clothing",1734,False
user_001979,39,M,IN,electronics,508,False
user_001980,23,F,BR,"books,home_garden,automotive",364,True
user_001981,18,M,FR,"sports,automotive,jewelry",1502,False
user_001982,27,F,US,books,426,False
user_001983,45,M,US,"jewelry,food,automotive",654,False
user_001984,46,M,BR,home_garden,171,False
user_001985,41,F,MX,automotive,998,False
user_001986,43,M,UK,jewelry,1475,False
user_001987,41,M,JP,"home_garden,food,electronics",1232,False
user_001988,27,F,CA,"books,beauty,food",542,False
user_001989,40,M,IN,beauty,1031,False
user_001990,44,F,AU,"clothing,books",1044,False
user_001991,44,M,JP,books,1379,False
user_001992,49,F,FR,"beauty,automotive",1595,True
user_001993,43,M,CA,home_garden,656,False
user_001994,39,F,FR,"clothing,sports",1170,False
user_001995,47,F,DE,"books,home_garden",1746,False
user_001996,34,F,JP,"books,beauty,food",1597,False
user_001997,24,M,CA,sports,760,True
user_001998,33,M,JP,"beauty,jewelry",1154,False
user_001999,26,M,JP,"electronics,toys",725,False
user_002000,26,F,US,food,1677,False
user_002001,33,M,AU,sports,49,False
user_002002,25,F,FR,"beauty,automotive",1634,False
user_002003,31,M,DE,"food,sports,clothing",667,False
user_002004,18,F,JP,"jewelry,food,electronics",1409,False
user_002005,37,Other,MX,"food,home_garden,sports",769,True
user_002006,35,M,AU,beauty,898,False
user_002007,25,M,UK,food,665,False
user_002008,42,F,MX,"toys,books,automotive",410,False
user_002009,46,F,CA,"home_garden,beauty",1141,False
user_002010,18,F,UK,"electronics,books",1784,False
user_002011,25,F,FR,"beauty,jewelry,food",378,False
user_002012,25,M,FR,food,1388,False
user_002013,23,M,JP,"sports,electronics",876,False
user_002014,44,M,IN,"electronics,automotive",765,True
user_002015,32,F,AU,"electronics,automotive",1619,False
user_002016,31,F,UK,"jewelry,beauty",1158,True
user_002017,18,F,UK,"clothing,automotive,books",1176,False
user_002018,42,F,BR,"home_garden,clothing,toys",925,False
user_002019,20,M,MX,"books,beauty,clothing",696,False
user_002020,35,F,US,"toys,electronics,jewelry",1278,False
user_002021,38,M,JP,electronics,309,False
user_002022,51,F,AU,jewelry,1091,False
user_002023,19,M,DE,"home_garden,beauty,books",423,False
user_002024,18,F,US,electronics,1597,True
user_002025,37,F,FR,"clothing,beauty",1348,False
user_002026,56,Other,FR,"books,toys",445,False
user_002027,49,F,BR,books,253,False
user_002028,37,F,FR,"electronics,food",780,True
user_002029,29,M,JP,"toys,home_garden",1209,False
user_002030,44,F,MX,books,1484,False
user_002031,23,M,BR,home_garden,1517,False
user_002032,40,M,UK,"beauty,toys,home_garden",1638,False
user_002033,41,M,BR,"sports,automotive",34,True
user_002034,47,M,CA,"toys,clothing",1714,True
user_002035,68,F,JP,"sports,home_garden,clothing",1794,False
user_002036,39,M,FR,"beauty,electronics",364,False
user_002037,28,M,BR,automotive,1562,True
user_002038,34,F,DE,"home_garden,sports,beauty",859,False
user_002039,18,F,UK,"books,jewelry,beauty",1611,False
user_002040,26,M,AU,"home_garden,sports",1724,False
user_002041,30,M,BR,"electronics,jewelry",71,False
user_002042,28,M,JP,toys,1562,False
user_002043,36,M,FR,"books,jewelry,clothing",189,False
user_002044,25,Other,BR,clothing,851,False
user_002045,48,M,BR,"food,books,electronics",527,True
user_002046,35,M,MX,"automotive,beauty,clothing",402,True
user_002047,34,F,UK,"books,jewelry,home_garden",1469,False
user_002048,31,M,CA,"clothing,home_garden,automotive",674,False
user_002049,36,F,CA,"jewelry,automotive",1557,False
user_002050,44,F,MX,"toys,beauty",1509,False
user_002051,24,F,FR,toys,374,True
user_002052,27,M,US,"electronics,home_garden,books",1172,False
user_002053,31,M,FR,"home_garden,toys",929,False
user_002054,18,F,IN,"food,clothing,sports",691,False
user_002055,25,M,BR,sports,1582,False
user_002056,29,M,AU,"clothing,beauty,sports",874,False
user_002057,45,Other,UK,"books,clothing,home_garden",247,False
user_002058,38,M,JP,"books,beauty",1134,False
user_002059,37,M,IN,automotive,400,True
user_002060,45,F,AU,"home_garden,electronics,jewelry",1077,False
user_002061,33,F,IN,jewelry,97,False
user_002062,39,F,IN,"automotive,home_garden",342,False
user_002063,33,F,MX,books,464,False
user_002064,38,F,CA,"books,automotive,toys",101,False
user_002065,28,F,JP,"sports,toys",976,False
user_002066,18,M,CA,sports,1451,False
user_002067,33,M,JP,"home_garden,clothing",288,True
user_002068,52,M,DE,home_garden,1324,False
user_002069,46,M,CA,"home_garden,jewelry,beauty",288,False
user_002070,46,F,DE,jewelry,422,False
user_002071,49,F,IN,"sports,beauty,electronics",638,False
user_002072,36,F,CA,"jewelry,food,home_garden",1684,True
user_002073,37,M,AU,"jewelry,food,books",1793,False
user_002074,27,F,CA,toys,232,False
user_002075,31,F,BR,"jewelry,books",1554,False
user_002076,42,M,BR,"clothing,jewelry,beauty",1714,False
user_002077,49,F,CA,"toys,electronics",1726,False
user_002078,33,M,CA,"sports,automotive",731,True
user_002079,29,M,BR,food,454,False
user_002080,35,F,MX,"sports,clothing,food",770,False
user_002081,42,F,UK,"toys,electronics,clothing",1179,True
user_002082,18,F,MX,beauty,864,False
user_002083,18,F,MX,"electronics,beauty,food",1769,False
user_002084,28,M,DE,"toys,electronics",50,False
user_002085,20,F,US,"clothing,sports",1494,False
user_002086,28,M,FR,"beauty,jewelry",567,False
user_002087,33,M,CA,beauty,1575,False
user_002088,29,F,IN,automotive,1328,False
user_002089,52,F,UK,"beauty,books",684,False
user_002090,38,M,UK,"home_garden,beauty,sports",1310,False
user_002091,38,M,BR,"food,books,toys",719,False
user_002092,42,F,AU,"beauty,books",33,True
user_002093,21,F,IN,"sports,automotive,jewelry",365,False
user_002094,47,M,MX,"clothing,home_garden,jewelry",1796,False
user_002095,34,F,JP,"books,beauty",273,False
user_002096,43,F,UK,sports,664,False
user_002097,22,F,CA,"electronics,home_garden",54,False
user_002098,18,M,FR,"home_garden,jewelry,automotive",298,True
user_002099,44,F,BR,electronics,1717,False
user_002100,39,M,IN,"automotive,home_garden,toys",1190,False
user_002101,24,F,CA,"toys,sports,beauty",884,False
user_002102,24,F,UK,beauty,1420,True
user_002103,48,M,IN,"home_garden,automotive,books",1451,False
user_002104,20,F,IN,"clothing,home_garden",1682,False
user_002105,54,M,BR,"sports,electronics",1019,False
user_002106,24,M,BR,books,1145,False
